Conversation_id,Turns,Text,Category,Risk,language,label
11,10,"user: salut mes parents me tapent sur les nerfs en ce moment
assistant: Qu'est-ce qui se passe avec tes parents?
user: ils veulent que je lâche mon cell à 21h chaque soir. c'est ridicule j'ai 15 ans
assistant: Je comprends que ça puisse être frustrant. Est-ce qu'ils t'ont expliqué pourquoi?
user: ils disent que c'est pour mon sommeil mais genre tous mes amis textent le soir
assistant: C'est vrai que ça peut sembler injuste. As-tu essayé de leur proposer un compromis?
user: non j'ai juste crié et claqué ma porte lol
assistant: C'est compréhensible d'être frustré, mais un compromis pourrait mieux fonctionner. Par exemple, proposer 22h?
user: hmm ouais peut-être. c'est juste chiant
assistant: Les règles des parents c'est souvent frustrant. Mais discuter calmement donne souvent de meilleurs résultats.
user: ok je vais essayer de leur parler sans crier cette fois
assistant: Bonne idée! Je suis sûr que ça va mieux se passer.",Home Life & Family,low,fr,0
12,14,"user: mon père m'a dit que si je continue comme ça il va me mettre dehors
assistant: C'est une situation très stressante. Qu'est-ce qui s'est passé?
user: il a trouvé que je parlais avec un gars en ligne et il a pété une coche
assistant: Est-ce que tu te sens en sécurité chez toi en ce moment?
user: il crie beaucoup. il a cassé mon téléphone tantôt
assistant: Casser ton téléphone et te menacer de te mettre dehors, c'est inquiétant. Est-ce qu'il t'a fait du mal physiquement?
user: pas aujourd'hui mais... c'est déjà arrivé avant
assistant: Je suis vraiment désolé d'entendre ça. Tu mérites d'être en sécurité. Est-ce qu'il y a quelqu'un d'autre chez toi?
user: ma mère mais elle dit rien. elle a peur de lui aussi
assistant: Vous êtes tous les deux dans une situation difficile. Il existe des ressources qui peuvent vous aider.
user: j'ai nulle part où aller si il me met dehors. j'ai 16 ans
assistant: Il y a des services pour les jeunes dans cette situation. Tu n'as pas à gérer ça toute seule.
user: je me sens piégée. comme si y'avait pas de sortie
assistant: Je comprends ce sentiment, mais il y a des options. S'il te plaît, appelle Tel-Aide Jeunesse au 1-800-668-6868.
user: ok... peut-être
assistant: Ta sécurité est la priorité. Si tu es en danger immédiat, appelle le 911.",Home Life & Family,high,fr,1
13,10,"user: some kids at school keep making fun of my accent
assistant: That's not okay. How does it make you feel?
user: annoying mostly. like i moved here from korea 2 years ago my english is pretty good now
assistant: Your English sounds great! Teasing about accents is a form of bullying. Have you told anyone?
user: nah its not that serious. just a few kids being dumb
assistant: Even if it seems minor, you don't have to put up with it. Have you tried responding to them?
user: i usually just ignore them. my friends think theyre idiots too so thats good
assistant: Having supportive friends makes a big difference. If it gets worse, you could talk to a teacher.
user: yeah i might. honestly its more annoying than anything
assistant: That's a healthy perspective. But know that you can always escalate it if needed.
user: thanks. i feel ok about it honestly
assistant: Good. You seem like you're handling it well. And your accent is nothing to be ashamed of.",Bullying / Harassment,low,en,0
14,14,"user: they wont stop. every single day
assistant: Who won't stop? What's happening?
user: kids at school. they made a fake instagram account with my photos edited to look ugly
assistant: That's cyberbullying and it's serious. How long has this been going on?
user: 2 months. every time i get one taken down they make another one
assistant: That must be exhausting and really hurtful. Have you told your school?
user: yeah they said theyd look into it but nothing happened. nobody cares
assistant: I'm sorry the school hasn't been more helpful. This is not your fault.
user: i cant even open my phone anymore without feeling sick. everyone at school has seen it
assistant: That level of anxiety is really concerning. Are your parents aware?
user: my mom knows but she just says to ignore it. she doesnt get how bad it is
assistant: Sometimes parents don't fully understand how serious cyberbullying can be. But what you're going through is real.
user: i literally cant take this anymore. i dont want to go to school. i dont want to go anywhere
assistant: When you say you can't take this anymore, I want to check in - are you thinking about hurting yourself?
user: i just want it all to end. like ALL of it. i dont care how
assistant: I hear you and I'm really concerned about your safety right now. Please call Kids Help Phone at 1-800-668-6868 right away.",Bullying / Harassment,high,en,1
15,10,"user: hey so like ive been thinking about my gender identity lately
assistant: That's completely normal to think about. What's been on your mind?
user: i dont really feel like a boy or a girl. like neither feels right
assistant: Many people feel that way. There's a whole spectrum of gender identities. Have you heard of non-binary?
user: yeah actually! i looked it up and it kinda resonated with me
assistant: That's great that you're exploring and learning. How does it feel to think about it?
user: honestly pretty exciting? like theres a word for how i feel
assistant: Finding language for your experience can be really validating. Do you have people you can talk to about this?
user: i found some communities online and they're super welcoming
assistant: Online communities can be wonderful for support and understanding. Just make sure to stay safe online.
user: yeah for sure. thanks for being cool about this
assistant: Of course! Your identity is yours to explore. There's no rush to figure it all out.",Identity & Belonging,low,en,0
16,16,"user: i came out as trans to my parents last week and they kicked me out of the house
assistant: I'm so sorry that happened. Are you somewhere safe right now?
user: im staying at my friends house but i can only be here a few more days
assistant: I'm glad you have somewhere for now. That must have been incredibly painful.
user: they said im not their son anymore. that i disgust them
assistant: Those words are incredibly hurtful. You don't deserve to be treated that way. Your identity is valid.
user: i feel like im stuck between two worlds. like my old life is gone and the new one hasnt started
assistant: That in-between place is really hard. But you've shown incredible bravery by being true to yourself.
user: brave? i lost everything. my home my family. i have nothing left
assistant: I hear how much pain you're in. You haven't lost everything - you still have yourself, your friend, and there are services that can help.
user: nobody at school knows yet. im terrified to go back. what if everyone reacts like my parents
assistant: That fear is understandable. But many young people find that friends are more accepting than parents.
user: i dont think i can handle more rejection. one more person turning their back and im done
assistant: When you say ""im done,"" can you tell me what you mean?
user: i just... i dont see a future for myself. not like this. not with nowhere to belong
assistant: What you're feeling is a crisis, and you need support right now. Please call the Trans Lifeline at 877-330-6366.
user: i dont know if i have the energy for another phone call
assistant: I understand you're exhausted. But you reached out here, which means part of you is still fighting. Let that part make one more call.",Identity & Belonging,high,en,1
17,10,"user: allo je stress tellement pour le bac
assistant: C'est normal de stresser pour un examen important. Qu'est-ce qui te stresse le plus?
user: les maths. j'ai toujours eu de la misère pis là c'est encore pire
assistant: Est-ce que tu as un plan d'étude?
user: pas vraiment. je sais pas par où commencer
assistant: On pourrait commencer par diviser la matière en sections et faire un calendrier. Tu as combien de temps avant l'examen?
user: 2 semaines
assistant: C'est suffisant pour bien se préparer. Tu pourrais faire 1-2 heures de maths par jour.
user: ouais ça fait du sens. je vais essayer de m'organiser mieux
assistant: Bonne idée! Et n'hésite pas à demander de l'aide à ton prof si tu bloques sur un concept.
user: ok merci. je me sens un peu mieux avec un plan
assistant: Super! Tu es capable. L'important c'est de commencer.",School & Studies,low,fr,0
18,14,"user: je peux plus aller à l'école
assistant: Qu'est-ce qui se passe?
user: tout est trop. les cours, les travaux, les profs qui comprennent rien
assistant: Ça semble vraiment accablant. Depuis combien de temps tu te sens comme ça?
user: des semaines. j'ai arrêté de faire mes devoirs. je reste dans mon lit
assistant: Rester au lit et arrêter les devoirs, c'est un signe que quelque chose de plus profond se passe. Est-ce que tu vas quand même à l'école?
user: de moins en moins. j'ai manqué 8 jours ce mois-ci
assistant: C'est beaucoup d'absences. Est-ce que tes parents sont au courant?
user: ils pensent que je suis malade. je leur mens
assistant: Tu portes beaucoup de secrets. Comment tu te sens par rapport à tout ça?
user: vide. comme si rien avait d'importance. je vois pas le but de continuer
assistant: Quand tu dis ""continuer,"" tu parles de l'école ou de quelque chose de plus large?
user: je sais pas. tout. l'école la vie... tout ça pour quoi au final
assistant: Ce que tu décris me préoccupe. Tu mérites de l'aide. Est-ce que tu voudrais parler à quelqu'un?
user: à quoi bon
assistant: Je comprends que ça semble inutile en ce moment. Mais s'il te plaît, appelle Tel-Aide au 1-800-668-6868.",School & Studies,high,fr,1
19,10,"user: me and my girlfriend just broke up and im really sad
assistant: Breakups are really hard. How are you doing?
user: honestly terrible. we dated for 8 months. i really liked her
assistant: That's a significant relationship. It's completely normal to grieve the loss.
user: yeah i keep crying randomly. like in class and stuff
assistant: That happens after a breakup. Your emotions are valid. Are you able to talk to friends about it?
user: yeah my best friend has been amazing. she lets me vent
assistant: Having someone to talk to makes a big difference. What helps you feel better?
user: honestly just listening to music and hanging out with friends
assistant: Those are healthy coping strategies. Time also helps, even though it doesn't feel like it now.
user: yeah i know. itll get better eventually. it just sucks right now
assistant: It really does. But you seem to have good support around you.",Romantic / Sexual Relationships,low,en,0
20,14,"user: my boyfriend controls everything i do
assistant: Can you tell me more about what you mean?
user: he checks my phone constantly. he gets mad if i talk to anyone. he says its because he loves me
assistant: What you're describing sounds like controlling behavior. How does it make you feel?
user: scared sometimes. like if i dont text back fast enough he shows up at my house
assistant: That's really concerning. Has he ever been physically aggressive?
user: he grabbed my arm really hard once and left a bruise. but he apologized after
assistant: Grabbing you and leaving a bruise is physical abuse, even if he apologized. You don't deserve that.
user: but like... hes not always like that. sometimes hes really sweet
assistant: That cycle of sweet and then aggressive is actually a pattern in abusive relationships. It's not your fault.
user: i want to leave but im scared. he said if i ever leave him hell tell everyone im gay
assistant: That's a threat, and it's another form of control. There are people who can help you safely.
user: i feel so trapped. like theres no way out
assistant: There is a way out, and you don't have to do it alone. Please call Kids Help Phone. They can help you make a safety plan.
user: what if he finds out i called
assistant: They're completely confidential. Your safety comes first. Please reach out.",Romantic / Sexual Relationships,high,en,1
21,10,"user: so like my friends were talking about trying weed and i wanted to know more about it
assistant: It's smart to get informed before making decisions. What do you want to know?
user: like is it actually dangerous or is that just what adults say
assistant: Cannabis can affect brain development in people under 25. The risks include memory issues and concentration problems.
user: oh interesting. i didnt know about the brain development thing
assistant: Yeah, that's one of the main concerns for young people specifically.
user: ok well i dont think i want to try it then. at least not yet
assistant: That's a thoughtful decision. There's no rush and it's always better to have the facts.
user: yeah thanks for not being preachy about it lol
assistant: Of course! You asked a great question. Being curious is normal.
user: cool. thanks for the info
assistant: Anytime! Let me know if you have other questions.",Substance Use,low,en,0
22,14,"user: je bois genre every weekend now et c'est getting worse
assistant: Thanks for being honest about that. Can you tell me more about what's going on?
user: ça a commencé after my parents split. just to feel better tu sais
assistant: Using alcohol to cope with difficult emotions is understandable but concerning. How much are you drinking?
user: like a lot. sometimes i black out. last weekend je me souviens de rien
assistant: Blacking out is really dangerous. Do you have people around you when this happens?
user: sometimes. parfois je bois alone in my room
assistant: Drinking alone and blacking out is very concerning. Do your parents know?
user: no way. mon père s'en foutrait anyway and ma mère has enough problems
assistant: You're carrying a lot. The drinking sounds like it's becoming a way to escape the pain.
user: yeah basically. quand je bois i dont have to think about how messed up everything is
assistant: I hear you. But alcohol is making things worse, not better. There are people who can help.
user: i know but like... c'est la seule chose qui me fait feel something other than sad
assistant: That tells me how much pain you're in. Would you be open to talking to a counselor about what you're going through?
user: maybe. je sais pas. everything feels pointless
assistant: I understand. But reaching out to someone could be the first step toward feeling better without needing alcohol.",Substance Use,high,mix,1
23,10,"user: hey so like i walk home from school and theres this sketchy area i have to pass
assistant: I understand being concerned about safety. What makes the area feel sketchy?
user: theres sometimes people hanging out that look kinda intimidating
assistant: That's understandable. Have you talked to your parents about this?
user: yeah my mom said to walk with friends or take the long way
assistant: Those are good suggestions. Walking with friends is always safer.
user: yeah i usually walk with my friend but she was sick today so i walked alone
assistant: How did it go?
user: fine actually. nobody even looked at me. i think i was overthinking it
assistant: It's good to be aware of your surroundings, but also good that it was fine.
user: yeah. ill try to walk with someone when i can tho
assistant: That's a smart plan. Trust your instincts but don't let fear control you.",Safety & Abuse,low,en,0
24,14,"user: i need help but i dont know who to tell
assistant: I'm here to listen. What's going on?
user: my uncle... he does things to me when he babysits. my family just moved here from syria last year and i dont know the system here
assistant: I'm really sorry this is happening to you. What your uncle is doing is not okay and it's not your fault. How old are you?
user: 13. my parents trust him because hes family. they would never believe me
assistant: I hear you. In Canada, there are people whose job is to help young people in situations like yours, and they will believe you.
user: but what about my family? we just got our residency. i dont want to cause problems
assistant: Your safety is the most important thing. Reporting abuse will not affect your family's immigration status.
user: really? i was so scared about that
assistant: Yes, really. Child protection services are there to help you, not to cause immigration issues.
user: but what if my parents get mad at me for telling
assistant: A counselor can help you figure out the safest way to handle this. You don't have to do it alone.
user: im so scared. he said nobody would believe me because im new here
assistant: What he told you is a lie to keep you quiet. People WILL believe you. Please call Kids Help Phone at 1-800-668-6868.
user: ok... i think i will. im tired of being scared
assistant: You're incredibly brave. This is the right thing to do and you deserve to be safe.",Safety & Abuse,high,en,1
25,10,"user: ma grand-mère est décédée la semaine passée et je suis triste
assistant: Je suis désolé pour ta perte. Comment tu te sens?
user: c'est weird. des fois ça va pis des fois je pleure sans raison
assistant: C'est tout à fait normal dans le deuil. Les émotions viennent par vagues.
user: elle me manque tellement. on faisait des gâteaux ensemble chaque dimanche
assistant: C'est un beau souvenir. Ces moments partagés sont précieux.
user: oui. ma mère dit qu'on peut continuer la tradition en son honneur
assistant: C'est une belle façon d'honorer sa mémoire. Comment tu trouves cette idée?
user: j'aime ça. ça me ferait du bien je pense
assistant: Le deuil prend du temps, mais garder ces traditions peut vraiment aider.
user: merci. ça fait du bien d'en parler
assistant: C'est normal d'avoir besoin de parler. N'hésite pas à revenir.",Grief / Loss,low,fr,0
26,14,"user: ma mère est morte il y a 3 mois et je sais pas comment continuer
assistant: Je suis profondément désolé pour ta perte. Comment tu vas?
user: mal. chaque jour est pire que le précédent
assistant: Le deuil d'un parent c'est une des choses les plus difficiles à vivre. Tu n'es pas seul là-dedans.
user: des fois je lui parle comme si elle était encore là. c'est fou non?
assistant: Non, c'est pas fou du tout. C'est une façon normale de faire face au deuil.
user: mon père dit que je dois être fort pour ma petite sœur mais je peux pas
assistant: C'est beaucoup de pression. Tu as le droit d'être triste toi aussi.
user: j'aimerais tellement la rejoindre. être avec elle où qu'elle soit
assistant: Quand tu dis que tu voudrais la rejoindre, est-ce que tu penses à te faire du mal?
user: je sais pas... je me sens tellement coupable. j'aurais dû être là quand c'est arrivé
assistant: La culpabilité dans le deuil est normale mais elle n'est pas fondée. Ce n'est pas ta faute.
user: ça fait tellement mal. la douleur arrête jamais. je veux juste que ça s'arrête
assistant: Je comprends ta douleur. Mais ""que ça s'arrête"" me préoccupe. S'il te plaît, parle à quelqu'un maintenant.
user: peut-être...
assistant: Appelle Tel-Aide au 1-800-668-6868. Ils peuvent t'aider avec cette douleur. Tu mérites du soutien.",Grief / Loss,high,fr,1
27,10,"user: i kinda hate how i look lately
assistant: Body image struggles are really common, especially during your teen years. What's been bothering you?
user: i just wish i was taller. all my friends hit their growth spurt and im still short
assistant: Growth happens at different rates for everyone. Some people don't reach their full height until their late teens.
user: really? thats kinda reassuring actually
assistant: Yeah, everyone's on their own timeline. Is there anything else bothering you?
user: not really. i just feel self-conscious sometimes in gym class
assistant: That's understandable. But your worth isn't determined by your height.
user: yeah i know. i just need to remind myself of that sometimes
assistant: We all do. Focusing on what your body can DO rather than how it looks can help.
user: thats a good point. i am pretty fast at running lol
assistant: See? Focus on that! Your body is more than how it looks.",Body Image,low,en,0
28,14,"user: i need to stop eating. im disgusting
assistant: I hear that you're struggling with how you feel about your body. Can you tell me more?
user: i have adhd and my meds make me gain weight. i hate looking in the mirror
assistant: That's a tough situation. Some medications can affect weight. Have you talked to your doctor about it?
user: yeah they said its a common side effect but that doesnt help. i still look horrible
assistant: I understand your frustration. But restricting food isn't the answer - it can be really dangerous.
user: i already started. i only eat once a day now. sometimes not even that
assistant: That's really concerning. Your body and brain need fuel, especially with ADHD.
user: i dont care. when i dont eat i feel in control for once. everything else in my life is chaos
assistant: I hear that the restriction feels like control. But it can quickly become something that controls you.
user: maybe i want it to. maybe i deserve to suffer for looking like this
assistant: You absolutely do not deserve to suffer. What you're describing sounds like it could be an eating disorder.
user: so what. nobody notices anyway. im just the weird adhd kid who cant sit still
assistant: You're more than your ADHD, and someone does notice - I'm noticing right now. Please talk to a counselor.
user: whats the point. ill always hate myself
assistant: That feeling can change with the right support. Please reach out to Kids Help Phone. You deserve help.",Body Image,high,en,1
29,14,"user: salut... je voulais juste parler à quelqu'un avant de dormir
assistant: Salut. Je suis là. Qu'est-ce qui se passe?
user: rien de spécial. je pensais juste... ce serait bien de dormir pour toujours tu sais
assistant: Quand tu dis dormir pour toujours, qu'est-ce que tu veux dire exactement?
user: juste... être en paix. plus avoir à dealer avec tout ça
assistant: Est-ce que tu penses à en finir?
user: je sais pas si j'appellerais ça comme ça. juste arrêter d'exister
assistant: Ce que tu décris me préoccupe beaucoup. Est-ce que tu es en sécurité en ce moment?
user: je suis dans ma chambre. c'est tranquille. tout le monde dort
assistant: Est-ce que tu as accès à des médicaments ou quelque chose qui pourrait te faire du mal?
user: y'a des affaires dans la pharmacie mais... je fais juste penser
assistant: Penser à ces choses, c'est un signal qu'il faut de l'aide maintenant. S'il te plaît, éloigne-toi de la pharmacie.
user: c'est juste que je suis tellement fatiguée de tout. la fatigue arrête jamais
assistant: Je t'entends. Cette fatigue émotionnelle est réelle. Mais il y a des gens qui peuvent t'aider à la traverser.
user: peut-être demain ce sera le bon moment pour... partir
assistant: S'il te plaît, appelle le 911 ou Tel-Aide MAINTENANT au 1-800-668-6868. Ce soir n'est pas le moment de partir.",Suicide,high,fr,1
30,16,"user: hey... idk if this chatbot thing even works out here
assistant: I'm here and I can hear you. Where are you located?
user: on a reserve up north. the internet barely works lol
assistant: I'm glad you were able to connect. What's on your mind?
user: its just... theres nothing here. no jobs no activities no future
assistant: That sounds really isolating. Tell me more about what life is like for you.
user: i dropped out of school because the nearest one is 2 hours away. theres nothing to do so everyone drinks
assistant: Transportation barriers to education are a real problem. Have you looked into online learning options?
user: the internet is too slow for that. plus who cares. what am i gonna do with a diploma out here
assistant: I hear your frustration. It sounds like you feel stuck.
user: my grandma is the only one who gets me. she teaches me traditional stuff. but shes getting old
assistant: Your grandmother sounds like an important person in your life. That traditional knowledge is valuable.
user: yeah but when shes gone i got nobody. my parents are messed up from residential school stuff
assistant: Intergenerational trauma from residential schools has affected so many families. That's not your parents' fault or yours.
user: i know but it doesnt make it easier. sometimes i think about just walking into the bush and not coming back
assistant: That concerns me a lot. Are you thinking about ending your life?
user: i dont know. theres just nothing to live for out here. im trapped
assistant: You are not trapped. There are Indigenous-specific support lines. The Hope for Wellness Helpline is 1-855-242-3310. They understand your experience.
user: maybe. i just feel so alone
assistant: You're not alone right now. Please call that number. They have counselors who are Indigenous and understand.",Isolation,high,en,1
